"author" "date" "body"
"114" "Idil" 2013-05-22 " moreisless  frankly i do not want dany on the throne i do not think she will be a great ruler she maybe a good war queen but i am not sure about her abilities in peace i would like to see someone from the stark family on the throne unless they declare a republic or constitutional monarchy it would be fun if they have a sort of a magna carta at the end then danny can be the queen and the starks can all go home dany should live and prosper however i can not see how along with arya bran rickon tyrion davos stanniss daughter jamie and brien i would hate to see anyone from lanister family on the throne with the threat posed by whitewalkers perhaps they will realize the need for an alliance and forget all this war games eventually "
"115" "sunnyone" 2013-05-22 " cariad007  have to agree with you there with all the interest in richard iii there had to be something about him sunne in splendour would have been terrific "
"116" "Clariana" 2013-05-22 " sunnyone  oh i really like the folks here and a littledeserved telling off is a small price to pay for the company "
"117" "Clariana" 2013-05-22 " scandibaby  yeah when theyve already been tied up by someone else your typical cowardly bully actually "
"118" "Clariana" 2013-05-22 " scandibaby  likewise i bought it one christmas and then donated it to a charity shop "
"119" "Clariana" 2013-05-22 " moretears  i suggest a remake of house of cards oh "
"120" "beadster" 2013-05-22 " interestingtimesgang  im no urologist but i believe i saw a smidgen of cock "
"121" "beadster" 2013-05-22 " thenorthremembers  and once more for the cheap seats hodor "
"122" "beadster" 2013-05-22 " clariana  agreed although the odd bit of brute force helps an alliance of dany tyrion and the hound would conquer all "
"123" "hazh" 2013-05-22 " bluedylan  the point i am making if you read my original post is about our victorian attitudes to sexuality and the physicality of the human body set against our attitudes to guns violence etc surely you can see the absurd contradiction im not sure calling it victorian means anything it is the attitude of most parts of the world and id say most civilizations i think i read somewhere that even in ancient greece where male nudity was common showing arousal in public was frowned upon it is the societal norm whether you like it or not and all societies have rules it is not as if you cant get pornography if you want to  you can do so in private but mainstream films and tv are considered public and there are rules about what you can do in public it is specious to compare it to violence you might as well argue that why film and tv dont show underage girls naked more often when there are graphic depiction of torture and murder in films and tv there are simply different levels of acceptability and images of naked underaged girls would probably be less acceptable than the others also one is real showing male arousal or a naked underaged girl is real even in a fictional context the other is an entirely fictional portrayal real graphic violence of people getting shot or blown to bits is rarely shown on tv here i dont actually remember any usually have to google if i want to see anything gory "
"124" "anonnyscouse" 2013-05-22 " sunnyone  i can certainly say she doesnt know of his recent crimes not a spoiler because its book 1 cant remember whether in tv series illyrio does tell vaserys  dany why jorah was banished from westeros but that was a long time ago good chance shes totally forgotten "
"125" "ntofr1" 2013-05-22 " booby boy "
"126" "TheNorthRemembers" 2013-05-22 " moretears  thanks had not been aware of this will look forward to it "
"127" "hazh" 2013-05-22 " sunnyone   it was that male actors may well become involuntarily aroused when simulating sex i dont know if they do or not have we got any actors out there please but it seems likely to me i think i read an actor said once that they are so many things going on in a film set and they have to concentrate on too many thing to get aroused not sure if i believe him entirely because that thing has a mind of its own i remember doing a lifedrawing class and the guy who was posing for some reasons started getting hard and you can see him desperately trying to mentally switch himself off but to no avail it was embarrassing and funny until the organizer of the class noticed and quickly decided to take a break "
